dpd_bucket,risk_segment,geography,accounts,recovered,outstanding,month,recovery_per_account,recovery_rate
90+,LOW,Odisha,91,242125.65999999997,32460312.81,2026-07,2660.7215384615383,0.007459128980587294
90+,LOW,Rajasthan,76,373724.96,25127188.65,2026-07,4917.433684210527,0.014873329651226225
90+,LOW,Tamil Nadu,92,813220.3300000001,31552122.03,2026-07,8839.35141304348,0.025773871222568925
90+,LOW,Telangana,84,711849.47,28627911.51,2026-07,8474.398452380952,0.024865574624657626
90+,LOW,UNKNOWN,95,544530.1900000001,30979903.6,2026-07,5731.896736842106,0.017576884583979147
90+,LOW,West Bengal,83,645085.8,29124587.62,2026-07,7772.118072289157,0.02214918227913436
90+,MEDIUM,Delhi,80,324663.51,25752450.83,2026-07,4058.2938750000003,0.012607091734421925
90+,MEDIUM,Haryana,63,396041.7,19845890.54,2026-07,6286.3761904761905,0.01995585429647341
90+,MEDIUM,Karnataka,76,470359.64,26474259.29,2026-07,6188.942631578948,0.0177666779964517
90+,MEDIUM,Maharashtra,121,1173597.03,38644864.83,2026-07,9699.149008264463,0.030368770473455944
90+,MEDIUM,Odisha,78,648791.71,27413780.72,2026-07,8317.842435897435,0.023666626527243922
90+,MEDIUM,Rajasthan,76,921489.53,26460542.91,2026-07,12124.862236842106,0.03482504244656861
90+,MEDIUM,Tamil Nadu,89,557714.14,31750435.98,2026-07,6266.451011235955,0.017565558480876015
90+,MEDIUM,Telangana,89,234805.34000000003,30785314.42,2026-07,2638.2622471910117,0.007627186677276757
90+,MEDIUM,UNKNOWN,100,723421.0,32534590.46,2026-07,7234.21,0.022235442025600956
90+,MEDIUM,West Bengal,71,142020.34,24243069.25,2026-07,2000.2864788732393,0.005858183158883647
90+,NPA,Delhi,90,272937.94,32619360.45,2026-07,3032.643777777778,0.008367360249701033
90+,NPA,Haryana,76,189098.45,28068721.04,2026-07,2488.1375000000003,0.006736981344127535
90+,NPA,Karnataka,68,636842.91,25553596.509999998,2026-07,9365.336911764707,0.024921850423316405
90+,NPA,Maharashtra,145,808016.8,49897647.01,2026-07,5572.529655172414,0.016193485032231385
90+,NPA,Odisha,95,526366.63,29420494.51,2026-07,5540.701368421052,0.017891155086502318
90+,NPA,Rajasthan,81,460777.14,28053513.94,2026-07,5688.606666666667,0.016424934893557223
90+,NPA,Tamil Nadu,93,180925.5,31343100.15,2026-07,1945.4354838709678,0.005772418782256292
90+,NPA,Telangana,91,1105619.63,32022164.87,2026-07,12149.666263736262,0.0345266984442954
90+,NPA,UNKNOWN,84,817604.96,33047247.16,2026-07,9733.39238095238,0.02474048613010101
90+,NPA,West Bengal,79,751251.3300000001,26279372.42,2026-07,9509.510506329116,0.0285871107571906
0-30,HIGH,Delhi,193,77894.07,67413975.63,2026-08,403.59621761658036,0.001155458779460208
0-30,HIGH,Haryana,177,594630.79,61428213.32,2026-08,3359.4959887005652,0.009680092548066968
0-30,HIGH,Karnataka,173,251816.26,60362294.02,2026-08,1455.5853179190751,0.004171747679380194
0-30,HIGH,Maharashtra,382,363659.97000000003,139181948.57,2026-08,951.9894502617802,0.0026128386169065694
0-30,HIGH,Odisha,212,309860.60000000003,70688349.59,2026-08,1461.606603773585,0.004383474812995701
0-30,HIGH,Rajasthan,190,385000.70999999996,65993461.05,2026-08,2026.3195263157893,0.005833922086739834
0-30,HIGH,Tamil Nadu,169,564085.42,63848325.91,2026-08,3337.7835502958583,0.008834772281972273
0-30,HIGH,Telangana,198,364626.99,72912252.05,2026-08,1841.5504545454544,0.005000901491150691
0-30,HIGH,UNKNOWN,192,583677.95,67749803.52,2026-08,3039.9893229166664,0.008615197678436012
0-30,HIGH,West Bengal,212,534385.9299999999,70455321.96,2026-08,2520.6883490566033,0.0075847489605311855
0-30,LOW,Delhi,181,166580.65999999997,69766030.02,2026-08,920.3351381215468,0.0023877044451611463
0-30,LOW,Haryana,193,170867.66999999998,70492766.45,2026-08,885.3247150259067,0.002423903594721242
0-30,LOW,Karnataka,186,249309.58000000002,60551198.46,2026-08,1340.3740860215055,0.004117335186432246
0-30,LOW,Maharashtra,398,310758.5,136740710.19,2026-08,780.8002512562814,0.0022726114232418703
0-30,LOW,Odisha,175,321446.63,60915402.74,2026-08,1836.8378857142857,0.005276935151721858
0-30,LOW,Rajasthan,170,154949.46000000002,61803349.37,2026-08,911.467411764706,0.002507136936420053
0-30,LOW,Tamil Nadu,188,706888.69,65721778.6,2026-08,3760.046223404255,0.010755775407453746
0-30,LOW,Telangana,222,93003.93000000001,77561226.72,2026-08,418.93662162162167,0.0011991033913858655
0-30,LOW,UNKNOWN,205,90296.17,68821257.88,2026-08,440.4691219512195,0.001312038936536799
0-30,LOW,West Bengal,182,96326.93,62149310.07,2026-08,529.2688461538461,0.0015499275839346415
0-30,MEDIUM,Delhi,215,563528.19,76310448.77,2026-08,2621.061348837209,0.007384679281581428
0-30,MEDIUM,Haryana,174,351572.14,62016874.79,2026-08,2020.5295402298852,0.0056689754391927175
0-30,MEDIUM,Karnataka,234,40195.05,80721259.74,2026-08,171.77371794871797,0.0004979487452186287
0-30,MEDIUM,Maharashtra,374,436973.0,133418881.43,2026-08,1168.3770053475937,0.003275196099056367
0-30,MEDIUM,Odisha,212,38080.31,70310632.66,2026-08,179.6241037735849,0.000541601014801621
0-30,MEDIUM,Rajasthan,211,444079.7,73402514.7,2026-08,2104.643127962085,0.006049924880843353
0-30,MEDIUM,Tamil Nadu,195,259993.66,68634464.86,2026-08,1333.3008205128206,0.003788091894215725
0-30,MEDIUM,Telangana,212,224029.19,71059062.09,2026-08,1056.7414622641509,0.0031527180828288355
0-30,MEDIUM,UNKNOWN,186,221501.73,66946038.29,2026-08,1190.8695161290323,0.0033086607610817594
0-30,MEDIUM,West Bengal,189,106781.19,64465155.73,2026-08,564.9798412698412,0.0016564171573125897
0-30,NPA,Delhi,202,180730.28,76620506.89,2026-08,894.7043564356436,0.002358771657037781
0-30,NPA,Haryana,174,206747.51,60374040.78,2026-08,1188.2040804597702,0.003424443806128161
0-30,NPA,Karnataka,201,225121.18,65323974.3,2026-08,1120.0058706467662,0.0034462260205745015
0-30,NPA,Maharashtra,365,659138.35,130786017.02,2026-08,1805.8584931506848,0.005039822796187788
0-30,NPA,Odisha,215,301600.86,78537094.58,2026-08,1402.7946976744186,0.0038402344982698747
0-30,NPA,Rajasthan,181,198422.77000000002,62996942.65,2026-08,1096.2583977900554,0.003149720631720213
0-30,NPA,Tamil Nadu,189,521892.75,67178523.63,2026-08,2761.3373015873017,0.007768743964580635
0-30,NPA,Telangana,205,267021.63,70434010.74,2026-08,1302.544536585366,0.0037910893784777254
0-30,NPA,UNKNOWN,207,583085.74,73915957.02,2026-08,2816.8393236714974,0.007888496117857611
0-30,NPA,West Bengal,173,107009.45,59649501.87,2026-08,618.5517341040462,0.0017939705554158051
31-60,HIGH,Delhi,82,176395.37,27437872.78,2026-08,2151.1630487804878,0.006428901081886275
31-60,HIGH,Haryana,79,270575.4,31124661.78,2026-08,3425.0050632911393,0.008693280007748248
31-60,HIGH,Karnataka,94,34896.2,33560631.78,2026-08,371.2361702127659,0.0010397956817009598
31-60,HIGH,Maharashtra,181,301855.9,59322810.28,2026-08,1667.7121546961328,0.005088361434248627
31-60,HIGH,Odisha,63,139916.74,23660478.04,2026-08,2220.9006349206347,0.005913521263748735
31-60,HIGH,Rajasthan,60,0.0,20590708.18,2026-08,0.0,0.0
31-60,HIGH,Tamil Nadu,86,123242.78,29942103.78,2026-08,1433.0555813953488,0.004116036097714708
31-60,HIGH,Telangana,66,0.0,24648672.92,2026-08,0.0,0.0
31-60,HIGH,UNKNOWN,82,207198.08,28088370.17,2026-08,2526.8058536585363,0.007376650149010763
31-60,HIGH,West Bengal,65,0.0,21239304.71,2026-08,0.0,0.0
31-60,LOW,Delhi,76,0.0,26392069.79,2026-08,0.0,0.0
31-60,LOW,Haryana,78,0.0,29659579.85,2026-08,0.0,0.0
31-60,LOW,Karnataka,75,100466.02,28805347.37,2026-08,1339.5469333333333,0.0034877558916242292
31-60,LOW,Maharashtra,181,305097.97,64129291.78,2026-08,1685.6241436464086,0.004757544665340447
31-60,LOW,Odisha,72,2244.04,24401674.19,2026-08,31.16722222222222,9.196254250946541e-05
31-60,LOW,Rajasthan,74,162998.05,26031460.54,2026-08,2202.676351351351,0.006261579128437178
31-60,LOW,Tamil Nadu,81,104887.85,29735367.0,2026-08,1294.9117283950618,0.0035273770120274623
31-60,LOW,Telangana,83,35025.89,26711210.39,2026-08,421.9986746987952,0.0013112805256145488
31-60,LOW,UNKNOWN,88,46596.57,32884650.23,2026-08,529.5064772727272,0.0014169702178401427
31-60,LOW,West Bengal,91,135859.13,31647616.03,2026-08,1492.9574725274726,0.0042928709028577025
31-60,MEDIUM,Delhi,79,255635.88000000003,28580083.89,2026-08,3235.897215189874,0.008944546173618667
31-60,MEDIUM,Haryana,78,9642.93,27762909.31,2026-08,123.6273076923077,0.000347331394283188
31-60,MEDIUM,Karnataka,74,113523.15,28969843.65,2026-08,1534.0966216216216,0.0039186662990499084
31-60,MEDIUM,Maharashtra,148,264331.82,49870489.5,2026-08,1786.0258108108108,0.005300365459617155
31-60,MEDIUM,Odisha,85,255031.16,29200393.75,2026-08,3000.3665882352943,0.008733826063561215
31-60,MEDIUM,Rajasthan,77,82458.74,27112671.47,2026-08,1070.8927272727274,0.00304133585992218
31-60,MEDIUM,Tamil Nadu,81,236068.74,29901479.35,2026-08,2914.4288888888887,0.007894884973308184
31-60,MEDIUM,Telangana,77,3282.69,27618623.41,2026-08,42.63233766233766,0.00011885784281382473
31-60,MEDIUM,UNKNOWN,80,0.0,26532784.66,2026-08,0.0,0.0
31-60,MEDIUM,West Bengal,85,0.0,31460385.41,2026-08,0.0,0.0
31-60,NPA,Delhi,81,0.0,27176870.3,2026-08,0.0,0.0
31-60,NPA,Haryana,86,193194.87,27691309.8,2026-08,2246.451976744186,0.006976732823233952
31-60,NPA,Karnataka,83,574929.54,27253964.650000002,2026-08,6926.861927710844,0.021095262556598347
31-60,NPA,Maharashtra,156,356614.98,58235742.64,2026-08,2285.9934615384614,0.006123644412066863
31-60,NPA,Odisha,89,458664.32,32445218.93,2026-08,5153.531685393258,0.014136576516545022
31-60,NPA,Rajasthan,73,0.0,21965763.69,2026-08,0.0,0.0
31-60,NPA,Tamil Nadu,81,72227.12,29104448.75,2026-08,891.6928395061727,0.0024816522250743537
31-60,NPA,Telangana,62,108965.01,22775405.12,2026-08,1757.5001612903225,0.004784328069067515
31-60,NPA,UNKNOWN,78,104263.76,26635771.5,2026-08,1336.7148717948717,0.003914426131790476
31-60,NPA,West Bengal,70,661366.37,22570779.37,2026-08,9448.091,0.029301884492258894
61-90,HIGH,Delhi,84,417356.31,28863841.61,2026-08,4968.5275,0.014459485872989447
61-90,HIGH,Haryana,67,72032.09000000001,27480452.45,2026-08,1075.1058208955226,0.002621211937141887
61-90,HIGH,Karnataka,68,104894.71,25359103.68,2026-08,1542.5692647058825,0.0041363729303542955
61-90,HIGH,Maharashtra,152,101932.84999999999,54468151.06,2026-08,670.6108552631579,0.0018714211519262828
61-90,HIGH,Odisha,70,238003.95,23184843.8,2026-08,3400.0564285714286,0.010265497238329464
61-90,HIGH,Rajasthan,66,75938.45,22741276.15,2026-08,1150.5825757575758,0.003339234328764791
61-90,HIGH,Tamil Nadu,87,3591.77,31491695.01,2026-08,41.28471264367816,0.00011405451497162839
61-90,HIGH,Telangana,71,0.0,21023144.58,2026-08,0.0,0.0
61-90,HIGH,UNKNOWN,88,0.0,32613701.9,2026-08,0.0,0.0
61-90,HIGH,West Bengal,85,345303.4,34147892.660000004,2026-08,4062.3929411764707,0.010111997347481413
61-90,LOW,Delhi,88,273765.76,30344377.3,2026-08,3110.9745454545455,0.009021960058478445
61-90,LOW,Haryana,87,181354.33000000002,29033061.43,2026-08,2084.5325287356322,0.006246476295214453
61-90,LOW,Karnataka,86,116422.78,28458886.99,2026-08,1353.7532558139535,0.004090911216623093
61-90,LOW,Maharashtra,153,184786.17,52474439.72,2026-08,1207.7527450980392,0.0035214510337986706
61-90,LOW,Odisha,74,220683.40999999997,25390528.56,2026-08,2982.208243243243,0.008691564237369305
61-90,LOW,Rajasthan,74,63794.64,25827978.82,2026-08,862.0897297297297,0.0024699818922958214
61-90,LOW,Tamil Nadu,72,114077.71,24016038.81,2026-08,1584.412638888889,0.004750063526400506
61-90,LOW,Telangana,74,0.0,27524553.06,2026-08,0.0,0.0
61-90,LOW,UNKNOWN,96,34157.67,32613054.56,2026-08,355.8090625,0.0010473618758144315
61-90,LOW,West Bengal,79,0.0,26887758.47,2026-08,0.0,0.0
61-90,MEDIUM,Delhi,91,278964.48,33932128.53,2026-08,3065.5437362637363,0.008221249066452241
61-90,MEDIUM,Haryana,65,43510.44,21148429.72,2026-08,669.3913846153846,0.002057383955975338
61-90,MEDIUM,Karnataka,70,0.0,23173648.82,2026-08,0.0,0.0
61-90,MEDIUM,Maharashtra,161,0.0,59390792.38,2026-08,0.0,0.0
61-90,MEDIUM,Odisha,88,0.0,28661162.16,2026-08,0.0,0.0
61-90,MEDIUM,Rajasthan,72,154373.58,23197332.59,2026-08,2144.0775,0.006654798753307868
61-90,MEDIUM,Tamil Nadu,66,276109.55,23121116.65,2026-08,4183.47803030303,0.011941877815836374
61-90,MEDIUM,Telangana,81,233368.65999999997,27713943.7,2026-08,2881.0945679012343,0.008420622576353143
61-90,MEDIUM,UNKNOWN,77,0.0,25564434.78,2026-08,0.0,0.0
61-90,MEDIUM,West Bengal,89,375672.88,31023348.49,2026-08,4221.043595505618,0.01210935950776215
61-90,NPA,Delhi,70,27155.39,22242421.419999998,2026-08,387.93414285714283,0.001220882811598127
61-90,NPA,Haryana,63,101718.18,22522258.77,2026-08,1614.5742857142857,0.00451634008110635
61-90,NPA,Karnataka,78,137771.22,26773538.89,2026-08,1766.2976923076924,0.005145797892689411
61-90,NPA,Maharashtra,164,303002.19,56185569.54,2026-08,1847.5743292682928,0.005392882771870537
61-90,NPA,Odisha,81,0.0,27530056.66,2026-08,0.0,0.0
61-90,NPA,Rajasthan,91,148808.55,30431904.29,2026-08,1635.258791208791,0.004889886238532199
61-90,NPA,Tamil Nadu,69,175752.16,21364293.06,2026-08,2547.1327536231884,0.008226443978577403
61-90,NPA,Telangana,82,0.0,27407771.53,2026-08,0.0,0.0
61-90,NPA,UNKNOWN,79,114220.09,27050148.29,2026-08,1445.823924050633,0.004222531010753287
61-90,NPA,West Bengal,67,0.0,24395162.29,2026-08,0.0,0.0
90+,HIGH,Delhi,83,144525.38999999998,25783360.4,2026-08,1741.2697590361445,0.005605374464687698
90+,HIGH,Haryana,74,126644.76999999999,25169015.88,2026-08,1711.4158108108106,0.005031772819557695
90+,HIGH,Karnataka,93,0.0,35139558.85,2026-08,0.0,0.0
90+,HIGH,Maharashtra,157,402741.98,54372636.0,2026-08,2565.2355414012736,0.007407071086272146
90+,HIGH,Odisha,90,107948.17,35903169.65,2026-08,1199.4241111111112,0.0030066473532093844
90+,HIGH,Rajasthan,68,136189.83,25552195.76,2026-08,2002.7916176470587,0.005329867980003296
90+,HIGH,Tamil Nadu,87,142435.72,32225889.900000002,2026-08,1637.192183908046,0.004419915801921734
90+,HIGH,Telangana,94,321180.05,32593347.78,2026-08,3416.8090425531914,0.009854159571698958
90+,HIGH,UNKNOWN,88,153262.36,32590180.77,2026-08,1741.617727272727,0.004702715860388276
90+,HIGH,West Bengal,79,0.0,25947725.0,2026-08,0.0,0.0
90+,LOW,Delhi,74,229478.17,29404242.490000002,2026-08,3101.0563513513516,0.007804253759573726
90+,LOW,Haryana,72,0.0,24110176.43,2026-08,0.0,0.0
90+,LOW,Karnataka,78,0.0,24878677.52,2026-08,0.0,0.0
90+,LOW,Maharashtra,176,435154.15,63413787.23,2026-08,2472.4667613636366,0.0068621378568939325
90+,LOW,Odisha,92,0.0,34854753.37,2026-08,0.0,0.0
90+,LOW,Rajasthan,75,0.0,24812772.32,2026-08,0.0,0.0
90+,LOW,Tamil Nadu,88,189402.81,29934071.49,2026-08,2152.304659090909,0.0063273320524831825
90+,LOW,Telangana,88,0.0,29436762.419999998,2026-08,0.0,0.0
90+,LOW,UNKNOWN,100,147549.08,33417326.38,2026-08,1475.4907999999998,0.004415346647489636
90+,LOW,West Bengal,82,54554.27,29320774.3,2026-08,665.295975609756,0.0018606012734118005
90+,MEDIUM,Delhi,81,120876.66,26513346.58,2026-08,1492.3044444444445,0.004559087236885508
90+,MEDIUM,Haryana,63,0.0,20066485.97,2026-08,0.0,0.0
90+,MEDIUM,Karnataka,72,0.0,24475722.19,2026-08,0.0,0.0
90+,MEDIUM,Maharashtra,121,92842.08,39565846.02,2026-08,767.2899173553719,0.002346520783431993
90+,MEDIUM,Odisha,76,0.0,27185664.23,2026-08,0.0,0.0
90+,MEDIUM,Rajasthan,76,108332.16,27839951.36,2026-08,1425.423157894737,0.0038912481778129084
90+,MEDIUM,Tamil Nadu,85,113200.2,30698682.06,2026-08,1331.7670588235294,0.003687461232985583
90+,MEDIUM,Telangana,82,93169.7,29040276.330000002,2026-08,1136.2158536585366,0.003208292474261039
90+,MEDIUM,UNKNOWN,96,197841.58000000002,31570308.08,2026-08,2060.849791666667,0.006266697793973508
90+,MEDIUM,West Bengal,69,134156.7,23049210.39,2026-08,1944.3000000000002,0.005820446676047717
90+,NPA,Delhi,88,245289.61000000002,32137384.73,2026-08,2787.381931818182,0.007632531771355497
90+,NPA,Haryana,69,135384.42,25078482.32,2026-08,1962.093043478261,0.0053984295489855625
90+,NPA,Karnataka,70,201466.74,25965880.72,2026-08,2878.0962857142854,0.0077589026219635196
90+,NPA,Maharashtra,132,367266.13,46232932.73,2026-08,2782.3191666666667,0.007943820742344676
90+,NPA,Odisha,87,328925.29,28430028.41,2026-08,3780.7504597701145,0.011569643380458372
90+,NPA,Rajasthan,74,0.0,24494609.12,2026-08,0.0,0.0
90+,NPA,Tamil Nadu,87,225555.86,29159434.77,2026-08,2592.596091954023,0.007735261735322039
90+,NPA,Telangana,85,28706.04,30131017.44,2026-08,337.7181176470588,0.0009527072909888435
90+,NPA,UNKNOWN,86,37323.75,33562699.48,2026-08,433.9970930232558,0.0011120604295325296
90+,NPA,West Bengal,77,335901.42000000004,25216316.07,2026-08,4362.356103896104,0.013320796704306222
